total-place,gender-place,name,time,diff
,429,"Carlefalk, Karolina (SWE)",08:42:58,+04:19:52
,430,"Vessling, Jenny (SWE)",08:43:12,+04:20:06
,431,"Strömqvist, Felicia (SWE)",08:43:22,+04:20:16
,432,"Sippus, Marie (FIN)",08:43:49,+04:20:43
,433,"Hacksell, Elin (SWE)",08:43:51,+04:20:45
,434,"Carlsson, Lovisa (SWE)",08:43:54,+04:20:48
,435,"Lindström, Emma (SWE)",08:43:56,+04:20:50
,436,"Blaschkeova, Eva (CZE)",08:44:00,+04:20:54
,437,"Spångmyr, Marie (SWE)",08:44:19,+04:21:13
,438,"Viklund Lundin, Anita (SWE)",08:44:50,+04:21:44
,439,"Lindström, Camilla (SWE)",08:45:13,+04:22:07
,440,"Wilhelmsson, Tindra (SWE)",08:45:15,+04:22:09
,441,"Larsjörs, Kajsa (SWE)",08:45:45,+04:22:39
,442,"Östensson, Helen (SWE)",08:46:07,+04:23:01
,443,"Ring, Sara (SWE)",08:46:26,+04:23:20
,444,"Taro, Külli (EST)",08:46:28,+04:23:22
,445,"Kacírová, Svatoslava (CZE)",08:46:43,+04:23:37
,446,"Gärderup, Rebecka (SWE)",08:46:55,+04:23:49
,447,"Johansson, Katrin (SWE)",08:47:08,+04:24:02
,448,"Granqvist, Marina (FIN)",08:47:17,+04:24:11
,449,"Kalered, Carina (SWE)",08:47:25,+04:24:19
,450,"Anderberg, Anna (SWE)",08:47:28,+04:24:22
,451,"Sålder, Hanna (SWE)",08:47:39,+04:24:33
,452,"D'andrea, Stefania (ITA)",08:47:53,+04:24:47
,453,"Sundell, Ida (SWE)",08:48:02,+04:24:56
,454,"Sten, Teres (SWE)",08:48:09,+04:25:03
,455,"Broberg, Catrin (SWE)",08:48:23,+04:25:17
,456,"Johansson, Stina (SWE)",08:48:50,+04:25:44
,457,"Borg, Anneli (SWE)",08:48:52,+04:25:46
,458,"Simonsson, Amanda (SWE)",08:48:52,+04:25:46
,459,"Zupan, Lea (SLO)",08:48:53,+04:25:47
,460,"Palm, Maja (SWE)",08:48:56,+04:25:50
,461,"Ek, Anna (SWE)",08:48:58,+04:25:52
,462,"Villfjell, Anna (SWE)",08:49:19,+04:26:13
,463,"Kent, Meghan (USA)",08:49:28,+04:26:22
,464,"Kruse, Johanna (SWE)",08:49:29,+04:26:23
,465,"Backman, Marika (SWE)",08:49:41,+04:26:35
,466,"Salo, Annika (SWE)",08:49:44,+04:26:38
,467,"Heppich, Edith (SWE)",08:49:44,+04:26:38
,468,"Nykäinen, Ellen (SWE)",08:50:02,+04:26:56
,469,"Ericsson, Maria (SWE)",08:50:05,+04:26:59
,470,"Westberg, Emma (SWE)",08:50:07,+04:27:01
,471,"Asplund, Mikaela (FIN)",08:50:46,+04:27:40
,472,"Enghult, Anna-Karin (SWE)",08:50:54,+04:27:48
,473,"Troedsson, Ulrika (SWE)",08:51:17,+04:28:11
,474,"Limpert, Jule (GER)",08:51:32,+04:28:26
,475,"Josefsson, Camilla (SWE)",08:51:38,+04:28:32
,476,"Åström, Sanna (SWE)",08:51:43,+04:28:37
,477,"Noll, Anouk (GER)",08:52:01,+04:28:55
,478,"Anger, Kerstin (SWE)",08:52:02,+04:28:56
,479,"Elofsson, Johanna (SWE)",08:52:02,+04:28:56
,480,"Zeni, Rita (ITA)",08:52:05,+04:28:59
,481,"Hedenskog, Hedda (SWE)",08:52:26,+04:29:20
,482,"Floberg, Hanna (SWE)",08:52:28,+04:29:22
,483,"Pieti, Julia (SWE)",08:52:29,+04:29:23
,484,"Hörnfeldt, Monica (SWE)",08:52:29,+04:29:23
,485,"Petersson, Emma (SWE)",08:52:29,+04:29:23
,486,"Lindblom, Sofia (SWE)",08:52:36,+04:29:30
,487,"Wildheim, Karolina (SWE)",08:52:37,+04:29:31
,488,"Åhman, Elin (SWE)",08:52:38,+04:29:32
,489,"Myhr, Bodil (NOR)",08:52:44,+04:29:38
,490,"Fedotov, Kertu (EST)",08:52:46,+04:29:40
,491,"Elmqvist, Rebecca (SWE)",08:53:03,+04:29:57
,492,"Fors, Katarina (SWE)",08:53:15,+04:30:09
,493,"Haraldsson, Birgitta (SWE)",08:53:16,+04:30:10
,494,"Granelli, Therese (SWE)",08:53:29,+04:30:23
,495,"Roos Simonsson, Emma (SWE)",08:53:36,+04:30:30
,496,"Lundqvist, Sara (SWE)",08:53:58,+04:30:52
,497,"Froidevaux, Pauline (SUI)",08:54:07,+04:31:01
,498,"Vaher, Ivi (EST)",08:54:31,+04:31:25
,499,"Fjeld, Bjørnhild (NOR)",08:55:07,+04:32:01
,500,"Bjurhager, Malin (SWE)",08:55:35,+04:32:29
,501,"Melin, Lotta (SWE)",08:55:38,+04:32:32
,502,"Kuncova, Jirina (CZE)",08:55:46,+04:32:40
,503,"Österlund, Emilia (SWE)",08:55:54,+04:32:48
,504,"Söderén, Ylva (SWE)",08:56:06,+04:33:00
,505,"Akrmanová, Jitka (CZE)",08:56:20,+04:33:14
,506,"Magnusson, Ulrika (SWE)",08:56:25,+04:33:19
,507,"Hejnova, Tereza (CZE)",08:56:33,+04:33:27
,508,"Kylberg, Linnea (SWE)",08:56:47,+04:33:41
,509,"Mårtensson, Victoria (SWE)",08:57:16,+04:34:10
,510,"Eriksson, Charlotta (SWE)",08:57:18,+04:34:12
,511,"Wiklund, Yrsa (SWE)",08:57:50,+04:34:44
,512,"Persson, Cecilia (SWE)",08:58:09,+04:35:03
,513,"Alm, Marita (SWE)",08:58:22,+04:35:16
,514,"Ernerstedt, Elin (SWE)",08:58:23,+04:35:17
,515,"Haglund, Lina (SWE)",08:58:26,+04:35:20
,516,"Enlund, Viola (FIN)",08:58:28,+04:35:22
,517,"Trolle, Ebba (SWE)",08:58:49,+04:35:43
,518,"Kolte, Marie Vogel (DEN)",08:59:07,+04:36:01
,519,"Häggblom, Josefine (FIN)",08:59:14,+04:36:08
,520,"Gustafsson, Jessica (SWE)",08:59:15,+04:36:09
,521,"Schulze, Bettina (GER)",08:59:21,+04:36:15
,522,"Armata, Ewa (POL)",08:59:39,+04:36:33
,523,"Söderberg, Mia (SWE)",08:59:47,+04:36:41
,524,"Lingegård, Sara Kristina (SWE)",08:59:55,+04:36:49
,525,"Pratley, Laura (SWE)",09:00:01,+04:36:55
,526,"Werner, Hanna (DEN)",09:00:13,+04:37:07
,527,"Andersson, Kajsa (SWE)",09:00:22,+04:37:16
,528,"Rokkones, Julia (SWE)",09:00:23,+04:37:17
,529,"Wedel, Helen (SWE)",09:00:28,+04:37:22
,530,"Blomdahl, Anna-Lena (SWE)",09:00:44,+04:37:38
,531,"Westberg, Olivia (SWE)",09:00:54,+04:37:48
,532,"Björkman, Tilda (SWE)",09:00:55,+04:37:49
,533,"Nyberg, Johanna (SWE)",09:01:09,+04:38:03
,534,"Alm, Susanne (SWE)",09:01:14,+04:38:08
,535,"Ingvarson, Ann-Louise (SWE)",09:01:20,+04:38:14
,536,"Johnsson, Hanna (SWE)",09:01:29,+04:38:23
,537,"Dahl, Nina (FIN)",09:02:13,+04:39:07
,538,"Bohunova Slezacek, Alena (SVK)",09:02:30,+04:39:24
,539,"Nycova, Vladimira (CZE)",09:02:31,+04:39:25
,540,"Lancia, Ilaria (ITA)",09:02:36,+04:39:30
,541,"Harrysson, Annica (SWE)",09:02:42,+04:39:36
,542,"Wetterstrand, Sofia (SWE)",09:02:45,+04:39:39
,543,"Vesteinsdottir, Edda (ISL)",09:02:50,+04:39:44
,544,"Jansson, Gunilla (SWE)",09:03:07,+04:40:01
,545,"Vondruskova, Lenka (CZE)",09:03:09,+04:40:03
,546,"Berglund, Alexandra (SWE)",09:03:24,+04:40:18
,547,"Dahl, Helen (SWE)",09:03:28,+04:40:22
,548,"Engström, Elin (SWE)",09:03:42,+04:40:36
,549,"Strömberg Bratås, Sissel (SWE)",09:04:03,+04:40:57
,550,"Haraldsson, Maria (SWE)",09:04:11,+04:41:05
,551,"Herms, Sabine (SWE)",09:04:16,+04:41:10
,552,"Andersson, Malin (SWE)",09:04:36,+04:41:30
,553,"Johnsson, Mia (FIN)",09:04:37,+04:41:31
,554,"Emretsson, Camilla (SWE)",09:04:41,+04:41:35
,555,"Wagne, Anna (SWE)",09:04:44,+04:41:38
,556,"Nordqvist, Marie (SWE)",09:05:03,+04:41:57
,557,"Hermansson, Elin (SWE)",09:05:12,+04:42:06
,558,"Jurickova, Helena (CZE)",09:05:19,+04:42:13
,559,"Philipp, Claudia (GER)",09:05:20,+04:42:14
,560,"Sutterova, Dana (CZE)",09:05:24,+04:42:18
,561,"Baumgärtel, Katharina (GER)",09:05:38,+04:42:32
,562,"Tee, Triinu (EST)",09:05:43,+04:42:37
,563,"Ten Siethoff, Maria (SWE)",09:05:48,+04:42:42
,564,"Inno, Kadi (EST)",09:05:56,+04:42:50
,565,"Henningsson, Maria (SWE)",09:06:00,+04:42:54
,566,"Olovsson, Nina (SWE)",09:06:20,+04:43:14
,567,"Berlin, Louise (SWE)",09:06:24,+04:43:18
,568,"Strand, Anne Mari Røsting (NOR)",09:06:51,+04:43:45
,569,"Persson, Emelie (SWE)",09:06:52,+04:43:46
,570,"Snijders, Alie (NED)",09:07:03,+04:43:57
,571,"Munters, Greta (SWE)",09:07:07,+04:44:01
,572,"Karlsson, Catarina (SWE)",09:07:30,+04:44:24
,573,"Lyså, Hanna (NOR)",09:07:30,+04:44:24
,574,"Svensson, Annika (SWE)",09:07:35,+04:44:29
,575,"Martin-Schattner, Ina (GER)",09:07:37,+04:44:31
,576,"Paluselli, Cristina (ITA)",09:07:43,+04:44:37
,577,"Granhed, Anna (SWE)",09:07:44,+04:44:38
,578,"Flyckt, Karin (SWE)",09:07:44,+04:44:38
,579,"Kainz, Elke (AUT)",09:07:54,+04:44:48
,580,"Bergqlin, Malin (SWE)",09:08:19,+04:45:13
,581,"Risan, Johanna (NOR)",09:08:19,+04:45:13
,582,"Stavlind, Anna (SWE)",09:09:02,+04:45:56
,583,"Söder, Isabelle (SWE)",09:09:05,+04:45:59
,584,"Lundegård, Ulrika (FIN)",09:09:29,+04:46:23
,585,"Fornell, Karin (SWE)",09:09:54,+04:46:48
,586,"Lassegård, Astrid (NOR)",09:09:56,+04:46:50
,587,"Blomqvist, Helena (SWE)",09:09:58,+04:46:52
,588,"Jonsson, Anneli (SWE)",09:10:06,+04:47:00
,589,"Gabcikova, Martina (SVK)",09:10:38,+04:47:32
,590,"Banck, Agnes (SWE)",09:10:39,+04:47:33
,591,"Nilsson, Ann-Marie (SWE)",09:10:42,+04:47:36
,592,"Johansson, Lisa (SWE)",09:10:51,+04:47:45
,593,"Åman, Charlotta (SWE)",09:10:59,+04:47:53
,594,"Kuprová, Klára (CZE)",09:11:03,+04:47:57
,595,"Mattsson, Helena (SWE)",09:11:10,+04:48:04
,596,"Tjäder, Eva (SWE)",09:11:13,+04:48:07
,597,"Wetterling, Steffi (CIV)",09:11:24,+04:48:18
,598,"Skantsi Flood, Emilia (SWE)",09:11:35,+04:48:29
,599,"Oreman, Anna (SWE)",09:12:00,+04:48:54
,600,"Heinke, Fenja (GER)",09:12:00,+04:48:54
,601,"Mikic, Malin (SWE)",09:12:03,+04:48:57
,602,"Germundsson, Maria (SWE)",09:12:54,+04:49:48
,603,"Sipola, Julia (SWE)",09:12:57,+04:49:51
,604,"Slettemoen, Helene (NOR)",09:13:01,+04:49:55
,605,"Hakala, Maija (FIN)",09:13:15,+04:50:09
,606,"Riklund, Josefin (SWE)",09:13:22,+04:50:16
,607,"Larsson, Vilma (SWE)",09:13:44,+04:50:38
,608,"Jakobsson Gundberg, Karin (SWE)",09:13:46,+04:50:40
,609,"Hörberg, Helene (SWE)",09:13:54,+04:50:48
,610,"Chaloupkova, Dana (CZE)",09:14:06,+04:51:00
,611,"Kallerbäck, Ellen (SWE)",09:14:10,+04:51:04
,612,"Weidfors, Lina (SWE)",09:14:31,+04:51:25
,613,"Björklund Heramb, Lill Hege (NOR)",09:14:33,+04:51:27
,614,"Wallin, Josefin (SWE)",09:14:40,+04:51:34
,615,"Grip, Malin (SWE)",09:14:55,+04:51:49
,616,"Håkenstad, Solfrid (NOR)",09:15:15,+04:52:09
,617,"Koechl, Nina (AUT)",09:15:18,+04:52:12
,618,"Jansson, Minai (SWE)",09:16:14,+04:53:08
,619,"Björklund, Helene (FIN)",09:16:17,+04:53:11
,620,"Magnusson, Elvira (SWE)",09:16:40,+04:53:34
,621,"Zeeck, Victoria (SWE)",09:16:41,+04:53:35
,622,"Häggroth, Charlotte (SWE)",09:17:05,+04:53:59
,623,"Rizzo, Marina (ITA)",09:17:22,+04:54:16
,624,"Frisk, Alice (SWE)",09:17:27,+04:54:21
,625,"Bergnäs, Anna (SWE)",09:17:45,+04:54:39
,626,"Vanzo, Milena (ITA)",09:18:05,+04:54:59
,627,"Svedin Thunström, Anna (SWE)",09:18:06,+04:55:00
,628,"Eklund, Annica (SWE)",09:18:12,+04:55:06
,629,"Tognetti, Laura (ITA)",09:18:17,+04:55:11
,630,"Sandström, Stina (SWE)",09:18:23,+04:55:17
,631,"Aronsson, Elisabet (SWE)",09:18:26,+04:55:20
,632,"Müller, Vanessa (GER)",09:18:36,+04:55:30
,633,"Lindeby, Ellen (SWE)",09:18:45,+04:55:39
,634,"Olson, Sara (SWE)",09:18:54,+04:55:48
,635,"Ferretti, Emma (ITA)",09:19:07,+04:56:01
,636,"Myllykangas, Ann-Marie (SWE)",09:19:32,+04:56:26
,637,"Mattis, Renée (SWE)",09:19:41,+04:56:35
,638,"Littorin, Astrid (SWE)",09:20:05,+04:56:59
,639,"Öljymäki, Tina (SWE)",09:20:14,+04:57:08
,640,"Odalgård, Caroline (SWE)",09:20:23,+04:57:17
,641,"Gustafsson, Alice (SWE)",09:20:29,+04:57:23
,642,"Lindström, Jenni Elisabeth (FIN)",09:20:57,+04:57:51
,643,"Johansson, Marlene (SWE)",09:21:08,+04:58:02
,644,"Chynavová, Markéta (CZE)",09:21:40,+04:58:34
,645,"Rustadbakken, Ellen (NOR)",09:21:46,+04:58:40
,646,"Persson, Lena (SWE)",09:21:55,+04:58:49
,647,"Nilsson, Lova (SWE)",09:22:12,+04:59:06
,648,"Öman, Therese (SWE)",09:22:28,+04:59:22
,649,"Paalmäe, Jaanika (EST)",09:22:43,+04:59:37
,650,"Larsson, Annamia (SWE)",09:23:05,+04:59:59
,651,"Lindström, Emilia (SWE)",09:23:08,+05:00:02
,652,"Olofsdotter, Kia (SWE)",09:23:10,+05:00:04
,653,"Palkert, Kimberly (USA)",09:23:11,+05:00:05
,654,"Bergström, Sofia (SWE)",09:23:40,+05:00:34
,655,"Trebler, Maren (NOR)",09:23:41,+05:00:35
,656,"Boll, Esther (DEN)",09:23:50,+05:00:44
,657,"Hallenberg, Mona (SWE)",09:24:02,+05:00:56
,658,"Andersson, Victoria (SWE)",09:24:09,+05:01:03
,659,"Aurdal, Ingvild (NOR)",09:24:11,+05:01:05
,660,"Bergvall, Helena (SWE)",09:24:44,+05:01:38
,661,"Brezinova, Dagmar (CZE)",09:24:51,+05:01:45
,662,"Larsson, Emma (SWE)",09:24:52,+05:01:46
,663,"Soots, Viivi-Anne (EST)",09:25:14,+05:02:08
,664,"Högberg, Hanna (SWE)",09:25:28,+05:02:22
,665,"Lindgrén, Hanna (FIN)",09:25:49,+05:02:43
,666,"Johansson, Eivor (SWE)",09:25:56,+05:02:50
,667,"Nilsson, Karin (SWE)",09:26:17,+05:03:11
,668,"Skvorova, Zuzana (CZE)",09:26:25,+05:03:19
,669,"Skogli, Hilde Rønning (NOR)",09:26:25,+05:03:19
,670,"Sellgren, Johanna (SWE)",09:26:25,+05:03:19
,671,"Lindqvist, Ann-Kristin (SWE)",09:26:46,+05:03:40
,672,"Eriksson, Maria (SWE)",09:26:46,+05:03:40
,673,"Káradóttir, Ásdís (ISL)",09:26:50,+05:03:44
,674,"Blomberg, Jenny (SWE)",09:26:50,+05:03:44
,675,"Vikström, Karin (SWE)",09:27:15,+05:04:09
,676,"Angeli Strand, Julia (SWE)",09:27:41,+05:04:35
,677,"Ivarsson, Charlotta (SWE)",09:27:44,+05:04:38
,678,"Andersson, Ingegerd (SWE)",09:27:53,+05:04:47
,679,"Björk Bang-Melchior, Cecilia (SWE)",09:28:14,+05:05:08
,680,"Robertson, Lina (SWE)",09:28:15,+05:05:09
,681,"Winolf, Louise (SWE)",09:28:41,+05:05:35
,682,"Wagner, Marika (SWE)",09:28:50,+05:05:44
,683,"Strömberg, Emmalisa (SWE)",09:28:51,+05:05:45
,684,"Westerlund, Ingrid (SWE)",09:29:03,+05:05:57
,685,"Møller, Emma Kildemoes Kragh (DEN)",09:29:03,+05:05:57
,686,"Bråten, Guro (NOR)",09:29:21,+05:06:15
,687,"Granström, Rebecka (SWE)",09:29:36,+05:06:30
,688,"Floser, Linnea (SWE)",09:29:50,+05:06:44
,689,"Leikvoll, Evy-Anne (NOR)",09:30:13,+05:07:07
,690,"Stål Wall, Britta (SWE)",09:30:57,+05:07:51
,691,"Svande, Viktoria (SWE)",09:31:17,+05:08:11
,692,"Gunnarsson, Annie (SWE)",09:31:24,+05:08:18
,693,"Lindholm, Ulrika (SWE)",09:31:25,+05:08:19
,694,"Berling, Ellinor (SWE)",09:31:33,+05:08:27
,695,"Söderblom, Elin (SWE)",09:32:43,+05:09:37
,696,"Löflund, Heli (FIN)",09:33:12,+05:10:06
,697,"Althén, Ingela (SWE)",09:33:41,+05:10:35
,698,"Stenholm, Sanna (SWE)",09:33:43,+05:10:37
,699,"Nilsson, Mathilda (SWE)",09:33:52,+05:10:46
,700,"Trankell, Anna (SWE)",09:33:55,+05:10:49
,701,"Ryder Wikén, Elise (SWE)",09:34:01,+05:10:55
,702,"Höglund, Lisa (SWE)",09:34:08,+05:11:02
,703,"Tholin, Amanda (SWE)",09:34:08,+05:11:02
,704,"Årman, Ulrika (SWE)",09:34:31,+05:11:25
,705,"Andersson, Therese (SWE)",09:34:40,+05:11:34
,706,"Kjellén, Helena (SWE)",09:34:41,+05:11:35
,707,"Brömses, Erika (SWE)",09:34:50,+05:11:44
,708,"Holgersson, Karin (SWE)",09:35:06,+05:12:00
,709,"Carlemar, Anna (SWE)",09:35:53,+05:12:47
,710,"Palmen, Virpi (FIN)",09:36:17,+05:13:11
,711,"Blazkova, Martina (CZE)",09:36:18,+05:13:12
,712,"Niss-Jonsson, Gunilla (SWE)",09:36:20,+05:13:14
,713,"Metzner, Emma (FIN)",09:36:55,+05:13:49
,714,"Ovesson, Ida (SWE)",09:36:58,+05:13:52
,715,"Lindholm, Anna (FIN)",09:37:11,+05:14:05
,716,"Rundqvist, Josefin (SWE)",09:37:46,+05:14:40
,717,"Della Salda, Monica (ITA)",09:38:11,+05:15:05
,718,"Backholm, Annette (FIN)",09:38:20,+05:15:14
,719,"Weber, Anna (DEN)",09:38:23,+05:15:17
,720,"Torstensson, Emma (SWE)",09:38:24,+05:15:18
,721,"Jouhki, Julia (FIN)",09:38:42,+05:15:36
,722,"Piotrowicz, Marta (POL)",09:38:55,+05:15:49
,723,"Christensen, Astrid (DEN)",09:39:07,+05:16:01
,724,"Stigson, Marie (SWE)",09:39:09,+05:16:03
,725,"Gustafsson, Catrine (SWE)",09:39:18,+05:16:12
,726,"Schürer, Susan (GER)",09:39:31,+05:16:25
,727,"Klöfver, Anna (SWE)",09:39:46,+05:16:40
,728,"Lindström, Camilla (SWE)",09:39:53,+05:16:47
,729,"Nordbäck, Emma (FIN)",09:40:08,+05:17:02
,730,"Andersson, Malin (SWE)",09:40:20,+05:17:14
,731,"Tegebro, Maria (SWE)",09:40:25,+05:17:19
,732,"Werèen, Sara (SWE)",09:41:01,+05:17:55
,733,"Lindmark, Emma (SWE)",09:41:18,+05:18:12
,734,"Deflorian, Beatrice (ITA)",09:41:55,+05:18:49
,735,"Boija, Elise (SWE)",09:42:35,+05:19:29
,736,"Borg, Ester (SWE)",09:42:39,+05:19:33
,737,"Gustafsson, Elsa (SWE)",09:42:39,+05:19:33
,738,"Samuelsson, Clara (SWE)",09:43:02,+05:19:56
,739,"Kluge, Johanna (SWE)",09:43:05,+05:19:59
,740,"Dicander, Anna (SWE)",09:43:20,+05:20:14
,741,"Lindblom, Maria (SWE)",09:43:57,+05:20:51
,742,"Bengtsson, Agneta (SWE)",09:44:01,+05:20:55
,743,"Grandin, Ebba (SWE)",09:44:11,+05:21:05
,744,"Apelqvist, Maria (SWE)",09:44:37,+05:21:31
,745,"Simola, Patricia (FIN)",09:44:45,+05:21:39
,746,"Adda, Elsa (FRA)",09:44:51,+05:21:45
,747,"Krantz, Marie-Louise (SWE)",09:45:15,+05:22:09
,748,"Rabliås, Aud (NOR)",09:45:23,+05:22:17
,749,"Egerup, Gabriela (SWE)",09:45:30,+05:22:24
,750,"Kiljunen, Anne (FIN)",09:45:30,+05:22:24
,751,"Bache, Lise (SWE)",09:45:35,+05:22:29
,752,"Dahlén, Anna (SWE)",09:45:57,+05:22:51
,753,"Knutsson, Erika (SWE)",09:46:02,+05:22:56
,754,"Martinsson, Jenny (SWE)",09:46:10,+05:23:04
,755,"Flogård, Thea (SWE)",09:46:19,+05:23:13
,756,"Bonorden, Filippa (SWE)",09:46:21,+05:23:15
,757,"Molin, Astrid (SWE)",09:46:39,+05:23:33
,758,"Landén, Joline (SWE)",09:46:40,+05:23:34
,759,"Argenius, Sigrid (SWE)",09:46:40,+05:23:34
,760,"Ek, Lena (SWE)",09:46:44,+05:23:38
,761,"Nilsson, Camilla (SWE)",09:46:45,+05:23:39
,762,"Valtanen, Merja (FIN)",09:47:02,+05:23:56
,763,"Karlsson, Josefine (SWE)",09:47:13,+05:24:07
,764,"Morelius, Åsa (SWE)",09:47:15,+05:24:09
,765,"Leijonberg, Sofie (SWE)",09:47:16,+05:24:10
,766,"Bergman, Nina (SWE)",09:47:50,+05:24:44
,767,"Baronova, Iva (CZE)",09:48:23,+05:25:17
,768,"Haglund, Agnes (SWE)",09:48:41,+05:25:35
,769,"Wilhelmsen, Anna (NOR)",09:48:53,+05:25:47
,770,"Payot, Marie (FRA)",09:48:59,+05:25:53
,771,"Svärd, Linnea (SWE)",09:49:03,+05:25:57
,772,"Flensén, Theresé (SWE)",09:49:09,+05:26:03
,773,"Öjeskog, Elisabet (SWE)",09:49:22,+05:26:16
,774,"Sandin Heselius, Ann-Sofie (FIN)",09:49:50,+05:26:44
,775,"Bergqvist-Backman, Karolina (FIN)",09:50:02,+05:26:56
,776,"Ramberg Mörrby, Marianne (SWE)",09:50:07,+05:27:01
,777,"Motyckova, Stanislava (CZE)",09:50:10,+05:27:04
,778,"Sklenarova, Radka (CZE)",09:50:25,+05:27:19
,779,"Magnussen, Signe (SWE)",09:50:35,+05:27:29
,780,"Ferling-Constant, Sara (SWE)",09:50:52,+05:27:46
,781,"Berntsson, Maria (SWE)",09:50:53,+05:27:47
,782,"Jaredsson, Christine (SWE)",09:51:04,+05:27:58
,783,"Baltgren, Elin (SWE)",09:51:05,+05:27:59
,784,"Borglund, Ayla (SWE)",09:51:15,+05:28:09
,785,"Andersson Viberg, Helene (SWE)",09:51:22,+05:28:16
,786,"Rydler, Sofia (SWE)",09:51:28,+05:28:22
,787,"Österlund, Linnéa (SWE)",09:51:36,+05:28:30
,788,"Hägglund, Johanna (SWE)",09:51:38,+05:28:32
,789,"Lillkaas, Barbro (FIN)",09:51:47,+05:28:41
,790,"Molander, Jenny (SWE)",09:52:02,+05:28:56
,791,"Kämpedal, Rebecka (SWE)",09:52:02,+05:28:56
,792,"Gruving, Liselotte (SWE)",09:52:05,+05:28:59
,793,"Svanström, Linnéa (SWE)",09:52:33,+05:29:27
,794,"Andersson, Erika (SWE)",09:52:35,+05:29:29
,795,"Rindler, Evelina (SWE)",09:53:28,+05:30:22
,796,"Pihl, Katarina (FIN)",09:53:59,+05:30:53
,797,"Åström, Jeanette (SWE)",09:54:01,+05:30:55
,798,"Eriksson, Maria (SWE)",09:54:04,+05:30:58
,799,"Sundström, Karin (SWE)",09:54:08,+05:31:02
,800,"Sköld, Maria (SWE)",09:54:13,+05:31:07
,801,"Karlsson, Anna (SWE)",09:54:17,+05:31:11
,802,"Jonsson, Louise (SWE)",09:54:39,+05:31:33
,803,"Sedvall, Annika (SWE)",09:54:41,+05:31:35
,804,"Lindgrén, Annika (FIN)",09:54:46,+05:31:40
,805,"Gund, Hanna (SWE)",09:54:51,+05:31:45
,806,"Marr-Laing, Kate (CAN)",09:55:02,+05:31:56
,807,"Mattsson, Ellen (SWE)",09:55:20,+05:32:14
,808,"Öblom, Wilma (SWE)",09:55:20,+05:32:14
,809,"Burgaz, Anna (SWE)",09:55:33,+05:32:27
,810,"Svensson, Amanda (SWE)",09:55:35,+05:32:29
,811,"Österdahl, Lotta (SWE)",09:55:50,+05:32:44
,812,"Ek, Karin (SWE)",09:56:01,+05:32:55
,813,"Hellby, Ulrika (SWE)",09:56:01,+05:32:55
,814,"Rydlova, Magdalena (CZE)",09:56:18,+05:33:12
,815,"Strömgren, Maya (SWE)",09:56:30,+05:33:24
,816,"Magnusson, Ulrika (SWE)",09:56:31,+05:33:25
,817,"Heskestad, Ane Ingeborg (NOR)",09:56:31,+05:33:25
,818,"Bengtsson Braun, Amanda (SWE)",09:56:33,+05:33:27
,819,"Mörtsell, Sofia (SWE)",09:56:37,+05:33:31
,820,"Carlstein, Lena (SWE)",09:56:38,+05:33:32
,821,"Wingqvist, Josefine (SWE)",09:57:34,+05:34:28
,822,"Wingqvist, Louise (SWE)",09:57:35,+05:34:29
,823,"Mckie, Sofia (SWE)",09:57:38,+05:34:32
,824,"Kolmert, Susanne (SWE)",09:57:53,+05:34:47
,825,"Palm, Amanda (SWE)",09:58:04,+05:34:58
,826,"Persson, Lovisa (SWE)",09:58:04,+05:34:58
,827,"Bjarnemar, Sanna (SWE)",09:58:05,+05:34:59
,828,"Zancanella, Nathalie (ITA)",09:58:19,+05:35:13
,829,"Sparrman, Malin (SWE)",09:58:32,+05:35:26
,830,"Molander, Sara (SWE)",09:58:54,+05:35:48
,831,"Sund, Sofia (FIN)",09:59:21,+05:36:15
,832,"Sundmark, Cilla (SWE)",09:59:24,+05:36:18
,833,"Roos, Pernilla (SWE)",09:59:24,+05:36:18
,834,"Felix, Ricarda (SUI)",09:59:28,+05:36:22
,835,"Dalhammer, Ida (SWE)",09:59:50,+05:36:44
,836,"Lindgren, Anna (SWE)",10:00:02,+05:36:56
,837,"Johansson, Sofia (SWE)",10:00:10,+05:37:04
,838,"Lindh, Sigrid (SWE)",10:00:45,+05:37:39
,839,"Thulin, Anna (SWE)",10:01:06,+05:38:00
,840,"Gustafsson, Linnea (SWE)",10:01:08,+05:38:02
,841,"Westling, Marie (SWE)",10:01:23,+05:38:17
,842,"Långgård, Annika (FIN)",10:01:37,+05:38:31
,843,"Dahlström, Sara (FIN)",10:01:44,+05:38:38
,844,"Trulsson, Maria (SWE)",10:01:51,+05:38:45
,845,"Lundén, Anna (SWE)",10:01:54,+05:38:48
,846,"Fridner, Anna (SWE)",10:01:58,+05:38:52
,847,"Målberg, Mimmi (SWE)",10:01:58,+05:38:52
,848,"Stenberg, Eva-Lena (SWE)",10:02:07,+05:39:01
,849,"Albrecht, Sarah (GER)",10:02:09,+05:39:03
,850,"Szabo, Eva (CZE)",10:02:13,+05:39:07
,851,"Orrell Sjödin, Maria (SWE)",10:02:18,+05:39:12
,852,"Välimaa, Lisa (SWE)",10:02:21,+05:39:15
,853,"Höglund, Birgitta (SWE)",10:02:24,+05:39:18
,854,"Bouma, Karin (SWE)",10:02:27,+05:39:21
,855,"Svanfeldt, Elisabeth (SWE)",10:02:27,+05:39:21
,856,"Da Ros, Alessandra (ITA)",10:02:38,+05:39:32
,857,"Bremer, Julia Elisia (SWE)",10:02:40,+05:39:34
