total-place,gender-place,name,time,diff
,858,"Zeller, Johanna (SUI)",10:02:46,+05:39:40
,859,"Mariani, Silvia (ITA)",10:03:10,+05:40:04
,860,"Lindskog, Katarina (SWE)",10:03:22,+05:40:16
,861,"Deflorian, Valeria (ITA)",10:03:38,+05:40:32
,862,"Diesen, Johanne (NOR)",10:03:40,+05:40:34
,863,"Nordhemmer, Marie (SWE)",10:03:49,+05:40:43
,864,"Kostmann, Maria (SWE)",10:03:54,+05:40:48
,865,"Forsén, Vilda (SWE)",10:04:05,+05:40:59
,866,"Danielsson, Linda (SWE)",10:04:22,+05:41:16
,867,"Post, Ene (EST)",10:04:32,+05:41:26
,868,"Szmel, Ewa (POL)",10:04:39,+05:41:33
,869,"Viklund, Moa (SWE)",10:04:46,+05:41:40
,870,"Ståhl, Hanna (SWE)",10:04:50,+05:41:44
,871,"Börjesson, Malin (SWE)",10:05:04,+05:41:58
,872,"Strutz, Kristina (SWE)",10:05:20,+05:42:14
,873,"Kahr, Anna (SWE)",10:05:33,+05:42:27
,874,"Lipej, Bozena (SLO)",10:05:44,+05:42:38
,875,"Näsström, Ewa (SWE)",10:05:53,+05:42:47
,876,"Olsson, Susanna (SWE)",10:06:03,+05:42:57
,877,"Andersson, Sofia (SWE)",10:06:03,+05:42:57
,878,"Andersson, Sofia (SWE)",10:06:08,+05:43:02
,879,"Pålsson, Åsa (SWE)",10:06:11,+05:43:05
,880,"Lindén, Anna (SWE)",10:06:19,+05:43:13
,881,"Sonesson, Wilma (SWE)",10:07:32,+05:44:26
,882,"Salo, Eva (SWE)",10:07:37,+05:44:31
,883,"Paulsson, Ulrika (SWE)",10:07:44,+05:44:38
,884,"Nisser, Carolina (SWE)",10:07:56,+05:44:50
,885,"Damlin, Inger (FIN)",10:08:23,+05:45:17
,886,"Kasparova, Katerina (CZE)",10:08:25,+05:45:19
,887,"Sipek, Ella (SWE)",10:08:27,+05:45:21
,888,"Englund, Catharina (FIN)",10:08:41,+05:45:35
,889,"Ramne, Malin (SWE)",10:08:59,+05:45:53
,890,"Benediktsdóttir, Andrea (ISL)",10:09:04,+05:45:58
,891,"Groff, Tricia (USA)",10:09:18,+05:46:12
,892,"Matti, Sandra (SWE)",10:09:19,+05:46:13
,893,"Antonsson, Petra (SWE)",10:09:25,+05:46:19
,894,"Sunnegårdh, Katarina (SWE)",10:09:34,+05:46:28
,895,"Thore, Anna (SWE)",10:09:36,+05:46:30
,896,"Nyström, Josefine (SWE)",10:09:36,+05:46:30
,897,"Thorhallsdottir, Hrund (ISL)",10:10:07,+05:47:01
,898,"Moberg, Marit (NOR)",10:10:28,+05:47:22
,899,"Pettersson, Frida (SWE)",10:10:31,+05:47:25
,900,"Ulfgren, Jenny (SWE)",10:10:51,+05:47:45
,901,"Johansson, Lena (SWE)",10:10:58,+05:47:52
,902,"Sjögren, Anna-Karin (SWE)",10:10:59,+05:47:53
,903,"Rasmussen, Ulrika (SWE)",10:11:01,+05:47:55
,904,"Nygren, Tea (SWE)",10:11:01,+05:47:55
,905,"Neubauerova, Blanka (CZE)",10:11:02,+05:47:56
,906,"Schneider, Marina (SUI)",10:11:06,+05:48:00
,907,"Nunez, Sandra (SUI)",10:11:06,+05:48:00
,908,"Forsgren, Sara (SWE)",10:11:09,+05:48:03
,909,"Holst, Sandra (SWE)",10:11:23,+05:48:17
,910,"Olofsson Bierfeldt, Malin (SWE)",10:11:34,+05:48:28
,911,"Örlander, Ingrid (SWE)",10:11:43,+05:48:37
,912,"van der Vaart, Lotte (NED)",10:11:45,+05:48:39
,913,"Gustafsson, Elin (SWE)",10:11:48,+05:48:42
,914,"Walsh, Marianne (SWE)",10:11:56,+05:48:50
,915,"Frost, Lina (SWE)",10:12:04,+05:48:58
,916,"Crepaz-Eger, Sarah (AUT)",10:13:18,+05:50:12
,917,"Sigrist, Magalie (SUI)",10:13:20,+05:50:14
,918,"Elensky, Caroline (SWE)",10:13:24,+05:50:18
,919,"Eneroth, Åsa (SWE)",10:13:52,+05:50:46
,920,"Scolieri, Susanna (SUI)",10:13:59,+05:50:53
,921,"Jonsson, Alice (SWE)",10:14:35,+05:51:29
,922,"Forsgren, Agnes (SWE)",10:14:36,+05:51:30
,923,"Brinkman, Alma (SWE)",10:14:48,+05:51:42
,924,"Karlsson, Kristina (SWE)",10:14:54,+05:51:48
,925,"Haglund, Sofia (SWE)",10:15:07,+05:52:01
,926,"Sandvoll Stern, Lene (SWE)",10:15:11,+05:52:05
,927,"Larsson, Carina (SWE)",10:15:30,+05:52:24
,928,"Lehtovaara, Lina (FIN)",10:15:36,+05:52:30
,929,"Steffansson Carlsson, Helena (SWE)",10:15:41,+05:52:35
,930,"Holmberg, Matilda (SWE)",10:15:54,+05:52:48
,931,"Blomkvist, Annica (SWE)",10:15:55,+05:52:49
,932,"Herlitz, Marie (SWE)",10:16:05,+05:52:59
,933,"Andersson, Ida (SWE)",10:16:13,+05:53:07
,934,"Bertilsson, Caroline (SWE)",10:16:17,+05:53:11
,935,"Nordh, Tove (SWE)",10:16:24,+05:53:18
,936,"Stenbäcken, Emelie (SWE)",10:16:29,+05:53:23
,937,"Juhandi, Lea (EST)",10:16:47,+05:53:41
,938,"Mattsson, Matilda (SWE)",10:17:00,+05:53:54
,939,"Danielsson, Emma (SWE)",10:17:08,+05:54:02
,940,"Ljungström, Liena (SWE)",10:17:14,+05:54:08
,941,"Dernfält, Madeleine (SWE)",10:17:17,+05:54:11
,942,"Ernving, Helen (SWE)",10:17:21,+05:54:15
,943,"Vinsnesbakk, Ragnhild (NOR)",10:17:27,+05:54:21
,944,"Rosenkvist, Alice (SWE)",10:17:32,+05:54:26
,945,"Molander, Barbro (FIN)",10:17:41,+05:54:35
,946,"Göhlin, Anna (SWE)",10:17:47,+05:54:41
,947,"Ellmarker, Josefin (SWE)",10:17:47,+05:54:41
,948,"Högberg, Charlotta (FIN)",10:17:53,+05:54:47
,949,"Björklund, Pernilla (SWE)",10:18:01,+05:54:55
,950,"Blomquist, Anna (SWE)",10:18:02,+05:54:56
,951,"Friman, Therese (FIN)",10:18:07,+05:55:01
,952,"Fahlén, Malin (SWE)",10:18:10,+05:55:04
,953,"Carlstein, Ulrika (SWE)",10:18:14,+05:55:08
,954,"Faehling, Verena (GER)",10:18:16,+05:55:10
,955,"Espvall, Jessica Amanda Margareta (SWE)",10:18:17,+05:55:11
,956,"Lindskog, Maria (SWE)",10:18:21,+05:55:15
,957,"Manfredsson, Sarah (SWE)",10:18:30,+05:55:24
,958,"Svensson, Elin (SWE)",10:18:41,+05:55:35
,959,"Lastuvkova, Natalie (CZE)",10:18:50,+05:55:44
,960,"Spets, Rebecka (SWE)",10:19:01,+05:55:55
,961,"Hellgren, Norah (SWE)",10:19:02,+05:55:56
,962,"Zachris-Nygård, Gunnel (FIN)",10:19:22,+05:56:16
,963,"Simkova, Pavlina (CZE)",10:19:40,+05:56:34
,964,"Franzon, Stina (SWE)",10:19:48,+05:56:42
,965,"Snällfot, Emma (SWE)",10:19:51,+05:56:45
,966,"Petruska, Paulina (SWE)",10:19:57,+05:56:51
,967,"Wärja, Michaela (SWE)",10:20:08,+05:57:02
,968,"Ingvarsdóttir, Brynhildur (ISL)",10:20:13,+05:57:07
,969,"Baldvinsdóttir, Dagný (ISL)",10:20:13,+05:57:07
,970,"Emilsson, Emma (SWE)",10:20:18,+05:57:12
,971,"Edstrand, Emma (SWE)",10:20:35,+05:57:29
,972,"Svensson, Caroline (SWE)",10:20:57,+05:57:51
,973,"Ljung, Titti (FIN)",10:20:59,+05:57:53
,974,"Aspelin, Gina (SWE)",10:21:03,+05:57:57
,975,"Einarsson, Maria (SWE)",10:21:07,+05:58:01
,976,"Lundquist, Katarina (SWE)",10:21:11,+05:58:05
,977,"Sundberg, Lotta (SWE)",10:21:33,+05:58:27
,978,"Johnsson, Ellen (SWE)",10:21:36,+05:58:30
,979,"Domfors, Anna-Karin (SWE)",10:21:37,+05:58:31
,980,"Höglund, Maria (FIN)",10:21:39,+05:58:33
,981,"Nilsson, Malin (SWE)",10:22:13,+05:59:07
,982,"Jakobs, Kristin (SWE)",10:22:18,+05:59:12
,983,"Klavberg, Catharina (SWE)",10:22:19,+05:59:13
,984,"Petersson, Erica (SWE)",10:22:25,+05:59:19
,985,"Fröjd, Jeanette (FIN)",10:22:29,+05:59:23
,986,"Bjernulf, Annelina (SWE)",10:22:29,+05:59:23
,987,"Johnsson, Elina (SWE)",10:22:30,+05:59:24
,988,"Rönnqvist, Amanda (SWE)",10:22:31,+05:59:25
,989,"Glan Hultefors, Nathalié (SWE)",10:22:34,+05:59:28
,990,"Horakova, Lenka (CZE)",10:22:43,+05:59:37
,991,"Östlund, Johanna (SWE)",10:22:45,+05:59:39
,992,"Nones, Daniela (ITA)",10:22:48,+05:59:42
,993,"Högberg, Kajsa (SWE)",10:23:04,+05:59:58
,994,"Bredolt, Pernilla (SWE)",10:23:05,+05:59:59
,995,"Thång, Carina (SWE)",10:23:14,+06:00:08
,996,"Persson, Madeleine (SWE)",10:23:44,+06:00:38
,997,"Idermark Stern, Mikaela (SWE)",10:24:00,+06:00:54
,998,"Karlsen, Ida Eva Elizabeth (NOR)",10:24:00,+06:00:54
,999,"Cedergren, Linnea (SWE)",10:24:27,+06:01:21
,1000,"Eklöf, Anna (SWE)",10:24:57,+06:01:51
,1001,"Ellingsen Mortensen, Anna (NOR)",10:25:18,+06:02:12
,1002,"Tufvesson, Karin (SWE)",10:25:23,+06:02:17
,1003,"Lindgren, Veronica (SWE)",10:25:59,+06:02:53
,1004,"Nilsson, Christina (SWE)",10:26:01,+06:02:55
,1005,"Engdahl, Hanna (SWE)",10:26:08,+06:03:02
,1006,"Mattsson, Anna-Carin (SWE)",10:26:22,+06:03:16
,1007,"Jansson, Caroline (SWE)",10:26:55,+06:03:49
,1008,"Fredlund, Sabina (SWE)",10:27:01,+06:03:55
,1009,"Magnusson, Helena (SWE)",10:27:34,+06:04:28
,1010,"Bolin, Åsa (SWE)",10:27:37,+06:04:31
,1011,"Heller, Maria (GER)",10:27:41,+06:04:35
,1012,"Bergholtz, Helene (SWE)",10:27:53,+06:04:47
,1013,"Presperinova, Jolana (CZE)",10:28:15,+06:05:09
,1014,"Forsgren, Sofie (SWE)",10:28:22,+06:05:16
,1015,"Ohlson, Hannah (USA)",10:28:27,+06:05:21
,1016,"Berggren, Kristina (SWE)",10:28:40,+06:05:34
,1017,"Myllys, Katja (FIN)",10:28:46,+06:05:40
,1018,"Pettersson, Lisa (SWE)",10:29:19,+06:06:13
,1019,"Långkvist, Evelina (FIN)",10:29:23,+06:06:17
,1020,"Hemphälä, Åsa (SWE)",10:29:26,+06:06:20
,1021,"Långkvist, Johanna (FIN)",10:29:29,+06:06:23
,1022,"Landén, Camilla (SWE)",10:29:38,+06:06:32
,1023,"Kalosova, Radka (CZE)",10:29:39,+06:06:33
,1024,"Moisy, Claire (FRA)",10:29:49,+06:06:43
,1025,"Björses, Theresia (FIN)",10:29:55,+06:06:49
,1026,"Myhrman, Sofie (SWE)",10:30:04,+06:06:58
,1027,"Marchi, Agata (ITA)",10:30:27,+06:07:21
,1028,"Lyså, Sigrid (NOR)",10:30:37,+06:07:31
,1029,"Lustig, Pia (FIN)",10:30:50,+06:07:44
,1030,"Granholm, Camilla (SWE)",10:30:57,+06:07:51
,1031,"Enander, Alva (SWE)",10:31:01,+06:07:55
,1032,"Schnuerch, Angela (GER)",10:31:02,+06:07:56
,1033,"Tjärnlund, Viktoria (SWE)",10:31:20,+06:08:14
,1034,"Birkeholm, Annelie (SWE)",10:31:27,+06:08:21
,1035,"Undevall, Elin (SWE)",10:31:31,+06:08:25
,1036,"Virkama, Ann-Catrin (FIN)",10:31:35,+06:08:29
,1037,"Arvidsson, Amanda (SWE)",10:31:37,+06:08:31
,1038,"Woodcock, Helena (SWE)",10:31:48,+06:08:42
,1039,"Löfgren, Maria (SWE)",10:31:53,+06:08:47
,1040,"Ankarhamn, Signe (SWE)",10:31:56,+06:08:50
,1041,"Fogelberg, Amanda (SWE)",10:32:02,+06:08:56
,1042,"Ekberg, Veronica (SWE)",10:32:04,+06:08:58
,1043,"Arnberg, Karin (SWE)",10:32:12,+06:09:06
,1044,"Epäilys, Sari (SWE)",10:32:26,+06:09:20
,1045,"Lennstam, Annika (SWE)",10:32:29,+06:09:23
,1046,"Engdahl, Ylva (SWE)",10:32:35,+06:09:29
,1047,"Creutz, Helena (SWE)",10:32:36,+06:09:30
,1048,"Germann Najbjerg, Nina (DEN)",10:32:56,+06:09:50
,1049,"Di Lenardo, Chiara (ITA)",10:33:39,+06:10:33
,1050,"Svensson, Kajsa (SWE)",10:33:39,+06:10:33
,1051,"Jirhed, Ing-Marie (SWE)",10:33:39,+06:10:33
,1052,"Back Frisk, Kristin (SWE)",10:34:16,+06:11:10
,1053,"Björklund, Linn (SWE)",10:34:24,+06:11:18
,1054,"Eklöv, Helena (FIN)",10:34:55,+06:11:49
,1055,"Gabriel-Åkesson, Michaela (SWE)",10:35:05,+06:11:59
,1056,"Högstrand, Elin (NOR)",10:35:07,+06:12:01
,1057,"Tsokkinen, Ida (FIN)",10:36:08,+06:13:02
,1058,"Östby, Jennifer (SWE)",10:36:15,+06:13:09
,1059,"Fors, Petra (SWE)",10:36:26,+06:13:20
,1060,"Wärlinge Andersson, Malin (SWE)",10:36:29,+06:13:23
,1061,"Nordstrand, Pia (SWE)",10:36:31,+06:13:25
,1062,"Löfberg, Jonna (SWE)",10:36:59,+06:13:53
,1063,"Olsson, Li (SWE)",10:37:07,+06:14:01
,1064,"Volmerson, Liina (EST)",10:37:14,+06:14:08
,1065,"Ulvi, Anna-Kaisa (FIN)",10:37:19,+06:14:13
,1066,"Björk, Linda (FIN)",10:37:48,+06:14:42
,1067,"Aart, Helen (EST)",10:37:51,+06:14:45
,1068,"Larsson, Louise (SWE)",10:37:56,+06:14:50
,1069,"Bollinger, Doris (SUI)",10:38:17,+06:15:11
,1070,"Kirchner, Grit (GER)",10:38:24,+06:15:18
,1071,"Johansson, Madelene (SWE)",10:38:32,+06:15:26
,1072,"Linde, Katariina (EST)",10:38:44,+06:15:38
,1073,"Bråmer, Torun (SWE)",10:38:44,+06:15:38
,1074,"Bingsten, Ulrika (SWE)",10:38:48,+06:15:42
,1075,"Bråten, Siri (NOR)",10:39:04,+06:15:58
,1076,"Asmundsson, Alice (SWE)",10:39:45,+06:16:39
,1077,"Stark, Maria (SWE)",10:39:46,+06:16:40
,1078,"Johnsen, Siri Madeleine (NOR)",10:40:16,+06:17:10
,1079,"Ingman, Molly (SWE)",10:40:27,+06:17:21
,1080,"Kannisto, Kristina (SWE)",10:40:31,+06:17:25
,1081,"Stertman, Malin (SWE)",10:40:43,+06:17:37
,1082,"Snickars, Sophie (SWE)",10:40:50,+06:17:44
,1083,"Johnsson, Elisabeth (SWE)",10:41:12,+06:18:06
,1084,"Sahlin, Anna (SWE)",10:41:14,+06:18:08
,1085,"Mattsson, Emma (SWE)",10:41:15,+06:18:09
,1086,"Lager, Anna (SWE)",10:41:20,+06:18:14
,1087,"Pollack, Karin (SWE)",10:41:25,+06:18:19
,1088,"Höök, Linnea (SWE)",10:41:36,+06:18:30
,1089,"Karlsson, Elin (SWE)",10:41:45,+06:18:39
,1090,"Nylend, Gunn (NOR)",10:41:57,+06:18:51
,1091,"Nyström, Linda (SWE)",10:41:59,+06:18:53
,1092,"Nygårdas, Pia (FIN)",10:42:00,+06:18:54
,1093,"Triboulot, Jeanne (FRA)",10:42:04,+06:18:58
,1094,"Lüborg, Maria (SWE)",10:42:11,+06:19:05
,1095,"Latendresse, Myriam (CAN)",10:42:16,+06:19:10
,1096,"Seiver, Maria (SWE)",10:42:17,+06:19:11
,1097,"Sandelin, Caroline (FIN)",10:42:18,+06:19:12
,1098,"Widman, Marit (SWE)",10:42:20,+06:19:14
,1099,"Ólafsdóttir, Björk (ISL)",10:42:24,+06:19:18
,1100,"Voogne, Tiina (EST)",10:42:35,+06:19:29
,1101,"Hovland Udén, Lisa (SWE)",10:43:03,+06:19:57
,1102,"Selin, Malin (SWE)",10:43:08,+06:20:02
,1103,"Andreasson, Stina (SWE)",10:43:23,+06:20:17
,1104,"Hildebrand, Yvonne (SWE)",10:43:24,+06:20:18
,1105,"Hedman, Maria (SWE)",10:43:25,+06:20:19
,1106,"Karja, Jaana (EST)",10:43:45,+06:20:39
,1107,"Tjernström, Cecilia (SWE)",10:43:47,+06:20:41
,1108,"Gustavsson, Py (SWE)",10:43:51,+06:20:45
,1109,"Larsson, Erica (SWE)",10:43:53,+06:20:47
,1110,"Bergvall, Emelie (SWE)",10:43:54,+06:20:48
,1111,"de Soysa, Marie (SWE)",10:43:55,+06:20:49
,1112,"Nordsten, Sandra (SWE)",10:43:59,+06:20:53
,1113,"Zima, Amy (GBR)",10:44:12,+06:21:06
,1114,"Tolbøll, Else Marie (DEN)",10:44:15,+06:21:09
,1115,"Dahlström, Therese (SWE)",10:44:19,+06:21:13
,1116,"Wæhrens, Karin (DEN)",10:44:20,+06:21:14
,1117,"Nones, Chiara (ITA)",10:44:51,+06:21:45
,1118,"Morandini, Marianna (ITA)",10:44:52,+06:21:46
,1119,"Pahleteg, Lina (SWE)",10:45:02,+06:21:56
,1120,"Eriksson, Hanna (SWE)",10:45:17,+06:22:11
,1121,"Franklin, Mathilda (SWE)",10:45:28,+06:22:22
,1122,"Svedlund, Wilma (SWE)",10:45:35,+06:22:29
,1123,"Löfbom, Maria (SWE)",10:45:47,+06:22:41
,1124,"Bråten, Anna Drivsholm (DEN)",10:45:49,+06:22:43
,1125,"Enander, Sara (SWE)",10:45:51,+06:22:45
,1126,"Carlsson, Anna (SWE)",10:45:52,+06:22:46
,1127,"Hallberg, Katarina (SWE)",10:45:57,+06:22:51
,1128,"Olsson, Ulrica (SWE)",10:45:57,+06:22:51
,1129,"Sånnell, Lena (SWE)",10:45:57,+06:22:51
,1130,"Petersson, Michelle (SWE)",10:45:59,+06:22:53
,1131,"Hagman, Anna (SWE)",10:46:01,+06:22:55
,1132,"Boberg, Selma-Louise (SWE)",10:46:01,+06:22:55
,1133,"Palm, Malin (SWE)",10:46:20,+06:23:14
,1134,"Lindberg, Anna (SWE)",10:46:22,+06:23:16
,1135,"Matejicova, Eva (CZE)",10:46:25,+06:23:19
,1136,"Persson, Angelica (SWE)",10:46:26,+06:23:20
,1137,"Mattsson, Evelina (SWE)",10:46:36,+06:23:30
,1138,"Iselid, Fanny (SWE)",10:46:36,+06:23:30
,1139,"Christensen, Mette (SWE)",10:46:43,+06:23:37
,1140,"Frankenhaeuser, Frida (FIN)",10:46:49,+06:23:43
,1141,"Arvidsson, Klara (SWE)",10:47:22,+06:24:16
,1142,"Gustafsson, Frida (SWE)",10:48:00,+06:24:54
,1143,"Eriksen, Lise Gram (DEN)",10:48:19,+06:25:13
,1144,"Rudell, Sofia (SWE)",10:48:20,+06:25:14
,1145,"Johansson, Mathilda (SWE)",10:48:41,+06:25:35
,1146,"Krantz, Hilma (SWE)",10:48:42,+06:25:36
,1147,"Fogelsjöö, Petra (SWE)",10:48:55,+06:25:49
,1148,"Granudde, Lotta (SWE)",10:49:08,+06:26:02
,1149,"Wendt, Heléne (SWE)",10:49:17,+06:26:11
,1150,"Norrgård, Olivia (FIN)",10:49:23,+06:26:17
,1151,"Kuypers, Anna (NED)",10:49:28,+06:26:22
,1152,"Etheridge, Annika (SWE)",10:49:31,+06:26:25
,1153,"Holtenius, Nina (SWE)",10:49:36,+06:26:30
,1154,"Sandahl, Elin (SWE)",10:49:39,+06:26:33
,1155,"Jingrot, Julia (SWE)",10:49:42,+06:26:36
,1156,"Hervall, Hanna (SWE)",10:50:01,+06:26:55
,1157,"Forsman, Lina (SWE)",10:50:16,+06:27:10
,1158,"Johansson, Emma (SWE)",10:50:17,+06:27:11
,1159,"Nordin, Linnéa (SWE)",10:50:26,+06:27:20
,1160,"Hansen, Susanna (SWE)",10:50:35,+06:27:29
,1161,"Orreving, Marie (SWE)",10:50:40,+06:27:34
,1162,"Båld, Maria (SWE)",10:50:59,+06:27:53
,1163,"Svedberg, Elsa (SWE)",10:51:03,+06:27:57
,1164,"Rönnholm, Alexandra (SWE)",10:51:03,+06:27:57
,1165,"Cederström, Marie (SWE)",10:51:16,+06:28:10
,1166,"Bjelke, Emma (SWE)",10:51:54,+06:28:48
,1167,"Sandin, Rose-Mari (FIN)",10:52:19,+06:29:13
,1168,"Winkler, Berit (GER)",10:52:25,+06:29:19
,1169,"Hagland, Emma (SWE)",10:52:32,+06:29:26
,1170,"Michold, Eva (SWE)",10:52:39,+06:29:33
,1171,"Tisat, Anita (ITA)",10:52:39,+06:29:33
,1172,"Ivarsson, Emma (SWE)",10:52:44,+06:29:38
,1173,"Skøien, Unni (NOR)",10:52:47,+06:29:41
,1174,"Olofsson, Sara (SWE)",10:52:54,+06:29:48
,1175,"Leijon, Sara (SWE)",10:53:17,+06:30:11
,1176,"Olsson, Linn (SWE)",10:53:18,+06:30:12
,1177,"Juvén, Åsa (SWE)",10:53:45,+06:30:39
,1178,"Nilsson, Anna (SWE)",10:53:50,+06:30:44
,1179,"Unnerbäck, Åsa (SWE)",10:53:55,+06:30:49
,1180,"Andersson, Maria (SWE)",10:54:05,+06:30:59
,1181,"Löthman, Tyra (SWE)",10:54:09,+06:31:03
,1182,"Löthman, Anna (SWE)",10:54:10,+06:31:04
,1183,"Fidorowicz, Patrycja (POL)",10:54:11,+06:31:05
,1184,"Lagerlöf, Ulrika (SWE)",10:54:16,+06:31:10
,1185,"Ekdahl, Eva (SWE)",10:54:37,+06:31:31
,1186,"Nilsson, Anette (SWE)",10:54:41,+06:31:35
,1187,"Snygg, Anna-Karin (SWE)",10:55:00,+06:31:54
,1188,"Thorsell, Johanna (SWE)",10:55:01,+06:31:55
,1189,"Sandberg, Martina (SWE)",10:55:13,+06:32:07
,1190,"Östman, Johanna (FIN)",10:55:15,+06:32:09
,1191,"Johansson, Vendela (SWE)",10:55:20,+06:32:14
,1192,"Hägneryd, Lena (SWE)",10:55:23,+06:32:17
,1193,"Jahncke, Helena (SWE)",10:55:27,+06:32:21
,1194,"Malmström, Emma (SWE)",10:55:30,+06:32:24
,1195,"Skoog, Ebba (SWE)",10:55:46,+06:32:40
,1196,"Forslund, Petra (SWE)",10:56:26,+06:33:20
,1197,"Petty Nilsson, Kerrin (USA)",10:56:26,+06:33:20
,1198,"Larsson, Erika (SWE)",10:56:29,+06:33:23
,1199,"Schweigert, Nina (SUI)",10:56:33,+06:33:27
,1200,"Nyby, Evelina (FIN)",10:56:37,+06:33:31
,1201,"Tärnhuvud, Anna (SWE)",10:56:41,+06:33:35
,1202,"Vistam, Isabelle (SWE)",10:56:52,+06:33:46
,1203,"Norrbom, Anna (SWE)",10:57:16,+06:34:10
,1204,"Karlsson, Emilia (SWE)",10:57:36,+06:34:30
,1205,"Elofsson, Emilia (SWE)",10:57:54,+06:34:48
,1206,"Hermansson, Ellinor (SWE)",10:57:58,+06:34:52
,1207,"Engelhardt, Gertraud (AUT)",10:58:12,+06:35:06
,1208,"Bergkvist, Vera (SWE)",10:58:15,+06:35:09
,1209,"Cedergren, Julia (SWE)",10:58:43,+06:35:37
,1210,"Bengtsson, Evelina (SWE)",10:58:44,+06:35:38
,1211,"Frimodig, Sofia (SWE)",10:58:46,+06:35:40
,1212,"Kejbert, Caroline (SWE)",10:58:50,+06:35:44
,1213,"Larsson, Karin (SWE)",10:59:01,+06:35:55
,1214,"Thorsdotter, Maria (SWE)",10:59:01,+06:35:55
,1215,"Hillerström, Michaela (SWE)",10:59:08,+06:36:02
,1216,"Swahn, Julia (SWE)",10:59:14,+06:36:08
,1217,"Hrubá, Barbora (CZE)",10:59:26,+06:36:20
,1218,"Löhf, Caroline (SWE)",10:59:43,+06:36:37
,1219,"Mlcochová, Katerina (CZE)",10:59:45,+06:36:39
,1220,"Larsson, Märta (SWE)",10:59:54,+06:36:48
,1221,"Fransson, Tilda (SWE)",10:59:54,+06:36:48
,1222,"Önsten, Carolina (SWE)",11:00:14,+06:37:08
,1223,"Yngvesson, Johanna (SWE)",11:00:27,+06:37:21
,1224,"Almtén, Johanna (SWE)",11:00:28,+06:37:22
,1225,"Björnsund, Stina (SWE)",11:00:57,+06:37:51
,1226,"Bøgh, Sigrid (DEN)",11:01:01,+06:37:55
,1227,"Kärner, Jenny (SWE)",11:01:08,+06:38:02
,1228,"Snickars, Ellinor (SWE)",11:01:10,+06:38:04
,1229,"Larsson, Johanna (SWE)",11:01:13,+06:38:07
,1230,"Demby, Tina (SWE)",11:01:14,+06:38:08
,1231,"Svensson, Ann-Sofie (SWE)",11:01:15,+06:38:09
,1232,"Väliaho, Nina (FIN)",11:01:16,+06:38:10
,1233,"Magnúsdóttir, Guðrún Hildur (ISL)",11:01:16,+06:38:10
,1234,"Nilsson, Josefine (SWE)",11:01:23,+06:38:17
,1235,"Folkesson, Jenny (SWE)",11:01:30,+06:38:24
,1236,"Ellmarker, Moa (SWE)",11:01:34,+06:38:28
,1237,"Stenborg, Felice (SWE)",11:01:35,+06:38:29
,1238,"Stenvall, Matilda (SWE)",11:01:41,+06:38:35
,1239,"Wartiainen, Michelle (SWE)",11:01:44,+06:38:38
,1240,"Pirtovsek Stupnik, Spela (SLO)",11:01:50,+06:38:44
,1241,"Nyberg, Alma (SWE)",11:01:53,+06:38:47
,1242,"Näslund, Sofia (SWE)",11:01:57,+06:38:51
,1243,"Avlund, Ingeborg (NOR)",11:01:58,+06:38:52
,1244,"Riesterer, Victoria (SWE)",11:02:28,+06:39:22
,1245,"Granström, Viktoria (SWE)",11:02:48,+06:39:42
,1246,"Elmqvist, Isabell (SWE)",11:02:55,+06:39:49
,1247,"Kongas, Epp (EST)",11:03:11,+06:40:05
,1248,"Persson, Lina (SWE)",11:03:32,+06:40:26
,1249,"Bengtsson, Malin (USA)",11:03:45,+06:40:39
,1250,"Wingsund, Monica (SWE)",11:03:47,+06:40:41
,1251,"Gunnarsson, Johanna (SWE)",11:03:49,+06:40:43
,1252,"Mårtensson, Jessica (SWE)",11:03:51,+06:40:45
,1253,"Banger, Malin (SWE)",11:03:54,+06:40:48
,1254,"Kvist, Ulrika (SWE)",11:03:55,+06:40:49
,1255,"Ingemarson, Johanna (SWE)",11:04:03,+06:40:57
,1256,"Kärnlund, Josefine (SWE)",11:04:05,+06:40:59
,1257,"Winsa, Sara (SWE)",11:04:05,+06:40:59
,1258,"Hodakov, Tiina (EST)",11:04:10,+06:41:04
,1259,"Enberg, Christine (SWE)",11:04:13,+06:41:07
,1260,"Klanglund, Maria (SWE)",11:04:26,+06:41:20
,1261,"Isaksson, Stina (SWE)",11:04:36,+06:41:30
,1262,"Pettersson, Ida (SWE)",11:04:47,+06:41:41
,1263,"Lind, Lovisa (SWE)",11:04:53,+06:41:47
,1264,"Janslätt Axelsson, Jenny (SWE)",11:05:02,+06:41:56
,1265,"Hjertstedt Friberg, Lovisa (SWE)",11:05:02,+06:41:56
,1266,"Nordgren, My (SWE)",11:05:20,+06:42:14
,1267,"Sam, Karin (SWE)",11:05:24,+06:42:18
,1268,"Andersson, Berit (SWE)",11:05:24,+06:42:18
,1269,"Pullerits, Kersti (SWE)",11:05:26,+06:42:20
,1270,"Söderén, Åsa (SWE)",11:05:54,+06:42:48
,1271,"Lukstaraupiene, Neringa (SWE)",11:06:04,+06:42:58
,1272,"Andersson, Elisabeth (SWE)",11:06:07,+06:43:01
,1273,"Gudmarsdotter, Anna (SWE)",11:06:14,+06:43:08
,1274,"Morelius, Lina (SWE)",11:06:24,+06:43:18
,1275,"Thomsson, Eva (SWE)",11:06:40,+06:43:34
,1276,"Wahrenberg, Agnes (SWE)",11:06:43,+06:43:37
